,State,County,TotalPopEst2015,TotalPopEst2016,TotalPopEst2017,TotalPopEst2018,TotalPopEst2019
2693,TX,Johnson,159345,162763,167012,171121,175817
2694,TX,Jones,19966,19971,19827,19866,20083
2695,TX,Karnes,15413,15494,15556,15660,15601
2696,TX,Kaufman,114055,117904,122628,128279,136154
2697,TX,Kendall,39938,41903,43969,45603,47431
2698,TX,Kenedy,441,436,427,437,404
2699,TX,Kent,747,748,759,726,762
2700,TX,Kerr,50880,51426,51892,52415,52600
2701,TX,Kimble,4391,4413,4385,4338,4337
2702,TX,King,282,292,289,276,272
2703,TX,Kinney,3589,3636,3711,3692,3667
2704,TX,Kleberg,31413,31304,30752,30722,30680
2705,TX,Knox,3792,3732,3674,3662,3664
2706,TX,Lamar,49373,49528,49568,49729,49859
2707,TX,Lamb,13259,13195,13165,13103,12893
2708,TX,Lampasas,20362,20524,20861,21134,21428
2709,TX,La Salle,7637,7596,7530,7493,7520
2710,TX,Lavaca,19919,19891,20028,20114,20154
2711,TX,Lee,16868,16975,17109,17097,17239
2712,TX,Leon,17028,17200,17235,17260,17404
2713,TX,Liberty,79537,81354,83597,85802,88219
2714,TX,Limestone,23442,23472,23391,23343,23437
2715,TX,Lipscomb,3559,3494,3364,3342,3233
2716,TX,Live Oak,12173,12023,12146,12148,12207
2717,TX,Llano,20081,20592,21167,21600,21795
2718,TX,Loving,119,117,133,148,169
2719,TX,Lubbock,298337,302094,305413,307627,310569
2720,TX,Lynn,5746,5775,5832,5848,5951
2721,TX,McCulloch,8255,8124,7941,7982,7984
2722,TX,McLennan,245444,247553,251631,254196,256623
2723,TX,McMullen,828,806,765,731,743
2724,TX,Madison,13968,14120,14251,14363,14284
2725,TX,Marion,10136,10125,10057,9915,9854
2726,TX,Martin,5646,5616,5531,5681,5771
2727,TX,Mason,4057,4161,4179,4259,4274
2728,TX,Matagorda,36766,37088,36805,36566,36643
2729,TX,Maverick,57720,58041,58111,58276,58722
2730,TX,Medina,48402,49254,50183,50862,51584
2731,TX,Menard,2134,2091,2110,2120,2138
2732,TX,Midland,162328,163850,165318,172505,176832
2733,TX,Milam,24362,24680,24939,25045,24823
2734,TX,Mills,4889,4884,4917,4883,4873
2735,TX,Mitchell,8856,8474,8215,8525,8545
2736,TX,Montague,19252,19390,19399,19584,19818
2737,TX,Montgomery,535753,555216,571615,589770,607391
2738,TX,Moore,21725,21641,21604,21083,20940
2739,TX,Morris,12370,12429,12375,12303,12388
2740,TX,Motley,1146,1170,1226,1232,1200
2741,TX,Nacogdoches,65462,65549,65317,65161,65204
2742,TX,Navarro,48181,48405,48739,49536,50113
2743,TX,Newton,14158,14160,13908,13751,13595
2744,TX,Nolan,15111,15044,14854,14799,14714
2745,TX,Nueces,360504,361642,361235,362026,362294
2746,TX,Ochiltree,10698,10257,9996,9866,9836
2747,TX,Oldham,2064,2074,2104,2118,2112
2748,TX,Orange,83955,84549,84971,83474,83396
2749,TX,Palo Pinto,27966,28125,28544,28874,29189
2750,TX,Panola,23667,23419,23211,23142,23194
2751,TX,Parker,125640,128967,133501,138070,142878
2752,TX,Parmer,9794,9762,9710,9719,9605
2753,TX,Pecos,16030,15881,15634,15709,15823
2754,TX,Polk,46613,47656,48990,49955,51353
2755,TX,Potter,121272,120632,120340,118711,117415
2756,TX,Presidio,7057,7156,7100,6856,6704
2757,TX,Rains,11136,11304,11730,12147,12514
2758,TX,Randall,130368,132342,134015,135691,137713
2759,TX,Reagan,3807,3726,3712,3736,3849
2760,TX,Real,3297,3399,3417,3477,3452
2761,TX,Red River,12345,12179,12164,12143,12023
2762,TX,Reeves,15574,15229,15166,15513,15976
2763,TX,Refugio,7326,7272,7180,7000,6948
2764,TX,Roberts,910,910,941,898,854
2765,TX,Robertson,16698,16804,17153,17219,17074
2766,TX,Rockwall,90170,93421,96824,100546,104915
2767,TX,Runnels,10387,10276,10282,10178,10264
2768,TX,Rusk,52965,52892,54213,54301,54406
2769,TX,Sabine,10440,10381,10417,10576,10542
2770,TX,San Augustine,8349,8288,8302,8254,8237
2771,TX,San Jacinto,27361,27732,28231,28717,28859
2772,TX,San Patricio,67117,67311,67210,66671,66730
2773,TX,San Saba,5922,5922,5996,6060,6055
2774,TX,Schleicher,3195,3057,2989,2880,2793
2775,TX,Scurry,17570,17394,17003,16812,16703
2776,TX,Shackelford,3333,3337,3289,3256,3265
2777,TX,Shelby,25373,25566,25225,25307,25274
2778,TX,Sherman,3058,3070,3046,3101,3022
2779,TX,Smith,222390,225161,227195,229749,232751
2780,TX,Somervell,8618,8671,8855,9030,9128
2781,TX,Starr,63484,63894,64130,64249,64633
2782,TX,Stephens,9385,9377,9287,9405,9366
2783,TX,Sterling,1333,1339,1287,1304,1291
2784,TX,Stonewall,1398,1401,1376,1352,1350
2785,TX,Sutton,3915,3886,3792,3752,3776
2786,TX,Swisher,7477,7428,7446,7413,7397
2787,TX,Tarrant,1984880,2023556,2056451,2081446,2102515
2788,TX,Taylor,136133,136257,136634,137294,138034
2789,TX,Terrell,867,818,814,810,776
2790,TX,Terry,12759,12770,12429,12344,12337
2791,TX,Throckmorton,1559,1537,1510,1504,1501
2792,TX,Titus,32626,32463,32619,32743,32750
2793,TX,Tom Green,117514,117634,117566,118014,119200
2794,TX,Travis,1179805,1206110,1227585,1246572,1273954
2795,TX,Trinity,14539,14543,14677,14688,14651
2796,TX,Tyler,21370,21423,21517,21609,21672
2797,TX,Upshur,40317,40771,41069,41179,41753
2798,TX,Upton,3652,3690,3658,3637,3657
2799,TX,Uvalde,26949,27081,27043,26787,26741
2800,TX,Val Verde,48891,48911,49028,48988,49025
2801,TX,Van Zandt,53430,54367,55163,55966,56590
2802,TX,Victoria,92136,92402,92045,91878,92084
2803,TX,Walker,70836,71845,72816,73136,72971
2804,TX,Waller,48641,50046,51717,53512,55246
2805,TX,Ward,11631,11571,11383,11709,11998
2806,TX,Washington,34836,34740,34861,35496,35882
2807,TX,Webb,269865,272301,273691,275120,276652
2808,TX,Wharton,41383,41609,41837,41499,41556
2809,TX,Wheeler,5658,5518,5300,5158,5056
2810,TX,Wichita,130961,131295,131689,131807,132230
2811,TX,Wilbarger,13055,12880,12683,12777,12769
2812,TX,Willacy,21863,21761,21508,21450,21358
2813,TX,Williamson,507133,527622,546251,566463,590551
2814,TX,Wilson,47178,48212,49211,50196,51070
2815,TX,Winkler,8027,7915,7605,7778,8010
2816,TX,Wise,62857,64478,65848,68284,69984
2817,TX,Wood,43117,43753,44263,45157,45539
2818,TX,Yoakum,8644,8652,8557,8590,8713
2819,TX,Young,18163,18098,17922,17986,18010
2820,TX,Zapata,14493,14446,14254,14149,14179
2821,TX,Zavala,12310,12121,11957,11969,11840
2822,UT,Utah,2981835,3041868,3101042,3153550,3205958
2823,UT,Beaver,6353,6478,6421,6625,6710
2824,UT,Box Elder,51826,52975,53977,54906,56046
2825,UT,Cache,119697,122201,124236,126400,128289
2826,UT,Carbon,20391,20324,20131,20233,20463
2827,UT,Daggett,1107,1076,1013,974,950
2828,UT,Davis,334597,341000,346658,351101,355481
2829,UT,Duchesne,20748,20242,19868,19943,19938
2830,UT,Emery,10359,10206,10006,10003,10012
2831,UT,Garfield,4962,4952,5025,5002,5051
2832,UT,Grand,9551,9622,9589,9686,9754
2833,UT,Iron,48113,49676,50761,52678,54839
2834,UT,Juab,10551,11016,11293,11629,12017
2835,UT,Kane,7039,7297,7520,7677,7886
2836,UT,Millard,12620,12655,12821,12987,13188
2837,UT,Morgan,11039,11370,11829,11956,12124
2838,UT,Piute,1491,1459,1407,1438,1479
2839,UT,Rich,2300,2313,2395,2456,2483
2840,UT,Salt Lake,1102273,1120109,1136719,1148692,1160437
2841,UT,San Juan,15239,15329,15277,15358,15308
2842,UT,Sanpete,28654,29232,29921,30503,30939
2843,UT,Sevier,20858,21131,21292,21497,21620
2844,UT,Summit,39640,40512,41330,41890,42145
2845,UT,Tooele,62639,64612,67486,69989,72259
2846,UT,Uintah,37791,36264,35228,35405,35734
2847,UT,Utah,572667,590288,606742,621520,636235
2848,UT,Wasatch,29118,30375,31890,33067,34091
2849,UT,Washington,154650,159352,165929,171567,177556
2850,UT,Wayne,2690,2671,2702,2671,2711
2851,UT,Weber,242872,247131,251576,255697,260213
2852,VT,Vermont,625216,623657,624344,624358,623989
2853,VT,Addison,36929,36931,36900,36873,36777
2854,VT,Bennington,36153,35911,35675,35520,35470
2855,VT,Caledonia,30645,30154,30141,30236,29993
2856,VT,Chittenden,161293,161563,163031,163571,163774
2857,VT,Essex,6193,6224,6184,6234,6163
2858,VT,Franklin,48988,48963,48969,49258,49402
2859,VT,Grand Isle,6871,6921,6975,7110,7235
2860,VT,Lamoille,25240,25331,25360,25295,25362
2861,VT,Orange,28887,28908,28964,28888,28892
2862,VT,Orleans,27034,26766,26811,26859,27037
2863,VT,Rutland,59544,59122,59006,58596,58191
2864,VT,Washington,58652,58355,58253,58079,58409
2865,VT,Windham,43246,43163,42851,42635,42222
2866,VT,Windsor,55541,55345,55224,55204,55062
2867,VA,Virginia,8361808,8410106,8463587,8501286,8535519
2868,VA,Accomack,32914,32871,32685,32581,32316
2869,VA,Albemarle,105117,106431,107768,108377,109330
2870,VA,Alleghany,15425,15387,15128,14986,14860
2871,VA,Amelia,12784,12801,12980,13057,13145
2872,VA,Amherst,31836,31887,31863,31684,31605
2873,VA,Appomattox,15492,15528,15723,15881,15911
2874,VA,Arlington,228548,231259,234647,236025,236842
2875,VA,Augusta,74292,74834,75177,75535,75558
2876,VA,Bath,4460,4409,4266,4253,4147
2877,VA,Bedford,77629,77993,78378,78882,78997
2878,VA,Bland,6532,6472,6354,6303,6280
2879,VA,Botetourt,33380,33252,33313,33352,33419
2880,VA,Brunswick,16845,16618,16570,16336,16231
2881,VA,Buchanan,22752,22212,21604,21369,21004
2882,VA,Buckingham,17017,17051,17038,17043,17148
2883,VA,Campbell,55356,55419,55326,55137,54885
2884,VA,Caroline,29900,30099,30432,30751,30725
2885,VA,Carroll,29870,29789,29812,29741,29791
2886,VA,Charles City,7046,7034,7026,7000,6963
2887,VA,Charlotte,12179,12119,12077,11944,11880
2888,VA,Chesterfield,334915,338479,343276,348281,352802
2889,VA,Clarke,14239,14294,14454,14511,14619
2890,VA,Craig,5136,5120,5062,5102,5131
2891,VA,Culpeper,49551,50319,51235,51795,52605
2892,VA,Cumberland,9756,9745,9828,9857,9932
2893,VA,Dickenson,15201,15014,14722,14526,14318
2894,VA,Dinwiddie,28148,28468,28630,28633,28544
2895,VA,Essex,11096,11077,10969,10896,10953
2896,VA,Fairfax,1140401,1144188,1148728,1148463,1147532
2897,VA,Fauquier,68423,68805,69547,70642,71222
2898,VA,Floyd,15548,15677,15758,15790,15749
2899,VA,Fluvanna,26133,26187,26480,26898,27270
2900,VA,Franklin,56227,56158,56315,56191,56042
2901,VA,Frederick,83493,84638,86456,88173,89313
2902,VA,Giles,16762,16827,16754,16799,16720
2903,VA,Gloucester,37010,37114,37295,37341,37348
2904,VA,Goochland,22165,22485,22703,23219,23753
2905,VA,Grayson,15959,15867,15697,15635,15550
2906,VA,Greene,19183,19309,19593,19692,19819
2907,VA,Greensville,11786,11500,11569,11432,11336
2908,VA,Halifax,35103,34990,34575,34181,33911
2909,VA,Hanover,103071,104290,105674,106886,107766
2910,VA,Henrico,324375,325931,327559,328993,330818
2911,VA,Henry,51940,51645,51346,51050,50557
2912,VA,Highland,2196,2210,2217,2208,2190
2913,VA,Isle of Wight,36159,36326,36571,36972,37109
2914,VA,James City,72819,73930,75274,76033,76523
2915,VA,King and Queen,7085,7054,6999,7045,7025
2916,VA,King George,25414,25947,26337,26612,26836
2917,VA,King William,16282,16405,16684,16919,17148
2918,VA,Lancaster,10825,10771,10725,10696,10603
2919,VA,Lee,24595,24165,23900,23656,23423
2920,VA,Loudoun,374014,385546,397049,405522,413538
2921,VA,Louisa,34611,35304,35912,36784,37591
2922,VA,Lunenburg,12348,12319,12333,12215,12196
2923,VA,Madison,13047,13081,13212,13248,13261
2924,VA,Mathews,8834,8769,8709,8792,8834
2925,VA,Mecklenburg,30922,30813,30693,30624,30587
2926,VA,Middlesex,10686,10749,10625,10733,10582
2927,VA,Montgomery,97317,98172,98142,98532,98535
2928,VA,Nelson,14760,14805,14800,14862,14930
2929,VA,New Kent,20377,21009,21638,22317,23091
2930,VA,Northampton,12080,12002,11872,11761,11710
2931,VA,Northumberland,12241,12176,12271,12168,12095
2932,VA,Nottoway,15606,15495,15432,15400,15232
2933,VA,Orange,35178,35354,35870,36598,37051
2934,VA,Page,23662,23619,23784,23972,23902
2935,VA,Patrick,17960,17796,17713,17663,17608
2936,VA,Pittsylvania,62010,61704,61309,60901,60354
2937,VA,Powhatan,28056,28443,28716,29210,29652
2938,VA,Prince Edward,23120,23020,22678,22906,22802
2939,VA,Prince George,38246,37972,38006,37993,38353
2940,VA,Prince William,450978,456496,463069,466235,470335
2941,VA,Pulaski,34351,34249,34225,34060,34027
2942,VA,Rappahannock,7400,7380,7393,7345,7370
2943,VA,Richmond,8781,8758,8889,8970,9023
2944,VA,Roanoke,93376,93528,93939,94086,94186
2945,VA,Rockbridge,22396,22450,22668,22761,22573
2946,VA,Rockingham,78445,79367,80397,81261,81948
2947,VA,Russell,27854,27422,27046,26795,26586
2948,VA,Scott,22296,22082,21893,21672,21566
2949,VA,Shenandoah,42848,42907,43276,43473,43616
2950,VA,Smyth,31419,31126,30731,30454,30104
2951,VA,Southampton,18136,18080,17841,17713,17631
2952,VA,Spotsylvania,129948,131252,132739,134011,136215
2953,VA,Stafford,140868,143501,146792,149824,152882
2954,VA,Surry,6671,6554,6503,6463,6422
2955,VA,Sussex,11692,11414,11379,11241,11159
2956,VA,Tazewell,42905,42155,41303,41058,40595
2957,VA,Warren,38716,39165,39409,40006,40164
2958,VA,Washington,54268,54100,54179,54067,53740
2959,VA,Westmoreland,17549,17649,17725,17817,18015
2960,VA,Wise,39572,39027,38574,37875,37383
2961,VA,Wythe,29097,28912,28829,28698,28684
2962,VA,York,67802,67832,68022,67976,68280
2963,VA,Alexandria,153654,156698,159215,159069,159428
2964,VA,Bristol,17146,17088,16880,16685,16762
2965,VA,Buena Vista,6529,6435,6482,6494,6478
2966,VA,Charlottesville,46301,46943,47463,47506,47266
2967,VA,Chesapeake,235111,237464,240143,242359,244835
2968,VA,Colonial Heights,17444,17398,17424,17504,17370
2969,VA,Covington,5663,5637,5576,5578,5538
2970,VA,Danville,41947,41665,41044,40649,40044
2971,VA,Emporia,5558,5478,5467,5363,5346
2972,VA,Fairfax,23230,23246,23435,23725,24019
2973,VA,Falls Church,13728,13582,14245,14467,14617
2974,VA,Franklin,8331,8201,8145,8089,7967
2975,VA,Fredericksburg,28043,28360,28498,29171,29036
2976,VA,Galax,6800,6604,6484,6348,6347
2977,VA,Hampton,136264,135374,134725,134330,134510
2978,VA,Harrisonburg,52675,53542,53644,53488,53016
2979,VA,Hopewell,22231,22539,22505,22478,22529
2980,VA,Lexington,7162,7148,7154,7297,7446
2981,VA,Lynchburg,79134,79710,80523,81309,82168
2982,VA,Manassas,41409,41189,41141,41046,41085
2983,VA,Manassas Park,16129,16456,17149,17718,17478
2984,VA,Martinsville,13259,12996,12823,12627,12554
2985,VA,Newport News,180958,180209,179447,178523,179225
2986,VA,Norfolk,246457,245680,244543,243585,242742
2987,VA,Norton,4009,3972,3918,3972,3981
2988,VA,Petersburg,31892,31380,31137,31056,31346
2989,VA,Poquoson,12021,11952,12039,12169,12271
2990,VA,Portsmouth,96336,95165,94838,94750,94398
2991,VA,Radford,17295,17324,17484,18101,18249
2992,VA,Richmond,220856,225369,227230,229221,230436
2993,VA,Roanoke,99669,99337,98986,99009,99143
2994,VA,Salem,25364,25252,25373,25293,25301
2995,VA,Staunton,24185,24156,24325,24562,24932
2996,VA,Suffolk,88079,89194,90108,90975,92108
2997,VA,Virginia Beach,450304,450983,449896,449849,449974
2998,VA,Waynesboro,21542,21757,22242,22531,22630
2999,VA,Williamsburg,14800,14884,14994,15002,14954
3000,VA,Winchester,27480,27785,28178,27962,28078
3001,WA,Washington,7163657,7294771,7423362,7523869,7614893
3002,WA,Adams,19233,19369,19651,19736,19983
3003,WA,Asotin,22113,22286,22509,22616,22582
3004,WA,Benton,190218,193494,198200,201286,204390
3005,WA,Chelan,75041,75855,76298,76752,77200
3006,WA,Clallam,73202,74240,75637,76551,77331
3007,WA,Clark,456939,465272,474381,481427,488241
3008,WA,Columbia,3960,3975,4002,4039,3985
3009,WA,Cowlitz,102999,104740,106805,108752,110593
3010,WA,Douglas,40545,41366,42027,42749,43429
3011,WA,Ferry,7520,7531,7576,7638,7627
3012,WA,Franklin,88727,90199,91896,94003,95222
3013,WA,Garfield,2222,2246,2215,2240,2225
3014,WA,Grant,93527,94221,95357,96672,97733
3015,WA,Grays Harbor,71011,71531,72490,73801,75061
3016,WA,Island,80022,81692,83250,84227,85141
3017,WA,Jefferson,30339,30910,31210,31746,32221
3018,WA,King,2126178,2166350,2203836,2228364,2252782
3019,WA,Kitsap,259232,263142,266289,269276,271473
3020,WA,Kittitas,43095,44922,46176,47358,47935
3021,WA,Klickitat,21005,21286,21751,22136,22425
3022,WA,Lewis,75437,76693,78320,79569,80707
3023,WA,Lincoln,10285,10335,10585,10726,10939
3024,WA,Mason,60991,62142,63740,65380,66768
3025,WA,Okanogan,41356,41579,41915,42117,42243
3026,WA,Pacific,20869,21285,21742,22074,22471
3027,WA,Pend Oreille,13087,13131,13358,13586,13724
3028,WA,Pierce,843778,862895,879654,893756,904980
3029,WA,San Juan,16198,16309,16729,17124,17582
3030,WA,Skagit,121559,123603,125860,127835,129205
3031,WA,Skamania,11375,11581,11809,11919,12083
3032,WA,Snohomish,769698,787110,802089,813059,822083
3033,WA,Spokane,488610,496889,505623,513603,522798
3034,WA,Stevens,43553,44141,44636,45224,45723
3035,WA,Thurston,267978,273714,280269,286056,290536
3036,WA,Wahkiakum,4023,4161,4251,4415,4488
3037,WA,Walla Walla,59932,60008,60512,60615,60760
3038,WA,Whatcom,211836,216417,221410,225197,229247
3039,WA,Whitman,48164,48824,49382,49683,50104
3040,WA,Yakima,247800,249327,249922,250562,250873
3041,WV,West Virginia,1842050,1831023,1817004,1804291,1792147
3042,WV,Barbour,16973,16749,16515,16487,16441
3043,WV,Berkeley,111678,113489,115073,117236,119171
3044,WV,Boone,23252,22809,22369,21953,21457
3045,WV,Braxton,14375,14323,14217,14076,13957
3046,WV,Brooke,23190,22663,22373,22129,21939
3047,WV,Cabell,96582,95681,94452,93035,91945
3048,WV,Calhoun,7463,7374,7310,7217,7109
3049,WV,Clay,8875,8829,8693,8639,8508
3050,WV,Doddridge,8703,8576,8518,8556,8448
3051,WV,Fayette,44707,44179,43607,42982,42406
3052,WV,Gilmer,8306,8134,8042,7898,7823
3053,WV,Grant,11651,11602,11627,11630,11568
3054,WV,Greenbrier,35580,35532,35208,34792,34662
3055,WV,Hampshire,23311,23316,23386,23357,23175
3056,WV,Hancock,29980,29662,29383,29079,28810
3057,WV,Hardy,13826,13812,13849,13764,13776
3058,WV,Harrison,68535,68349,67905,67494,67256
3059,WV,Jackson,29170,29188,28908,28695,28576
3060,WV,Jefferson,56070,55979,56444,56890,57146
3061,WV,Kanawha,188282,186196,183385,180410,178124
3062,WV,Lewis,16440,16289,16178,16017,15907
3063,WV,Lincoln,21279,21108,20872,20583,20409
3064,WV,Logan,34441,33674,33028,32609,32019
3065,WV,McDowell,19762,19192,18505,18221,17624
3066,WV,Marion,56761,56504,56349,56091,56072
3067,WV,Marshall,32215,31720,31252,30821,30531
3068,WV,Mason,27089,26938,26806,26752,26516
3069,WV,Mercer,61133,60632,59869,59202,58758
3070,WV,Mineral,27417,27375,27223,26953,26868
3071,WV,Mingo,25317,24716,24142,23851,23424
3072,WV,Monongalia,104681,105643,105782,105651,105612
3073,WV,Monroe,13573,13487,13382,13289,13275
3074,WV,Morgan,17490,17626,17716,17830,17884
3075,WV,Nicholas,25551,25381,25125,24835,24496
3076,WV,Ohio,42969,42629,42001,41705,41411
3077,WV,Pendleton,7103,6977,6973,6984,6969
3078,WV,Pleasants,7499,7490,7455,7505,7460
3079,WV,Pocahontas,8573,8528,8493,8408,8247
3080,WV,Preston,33842,33760,33826,33553,33432
3081,WV,Putnam,56592,56675,56692,56642,56450
3082,WV,Raleigh,77363,76296,75066,74172,73361
3083,WV,Randolph,29212,29034,28894,28814,28695
3084,WV,Ritchie,10084,9985,9851,9748,9554
3085,WV,Roane,14375,14114,14004,13918,13688
3086,WV,Summers,13137,12978,12882,12672,12573
3087,WV,Taylor,16930,16952,16914,16828,16695
3088,WV,Tucker,7089,7053,6992,6937,6839
3089,WV,Tyler,8958,8967,8800,8740,8591
3090,WV,Upshur,24727,24680,24555,24372,24176
3091,WV,Wayne,41211,40724,40215,39961,39402
3092,WV,Webster,8635,8557,8348,8274,8114
3093,WV,Wetzel,15777,15644,15433,15259,15065
3094,WV,Wirt,5804,5767,5786,5811,5821
3095,WV,Wood,86335,85709,85060,84180,83518
3096,WV,Wyoming,22177,21777,21271,20784,20394
3097,WI,Wisconsin,5760940,5772628,5790186,5807406,5822434
3098,WI,Adams,20028,19982,19900,20341,20220
3099,WI,Ashland,15804,15633,15501,15587,15562
3100,WI,Barron,45367,45242,45141,45150,45244
3101,WI,Bayfield,14976,14923,15006,15026,15036
3102,WI,Brown,257856,259514,261762,263165,264542
3103,WI,Buffalo,13245,13134,13105,13114,13031
3104,WI,Burnett,15142,15222,15295,15374,15414
3105,WI,Calumet,49818,49607,49995,50132,50089
3106,WI,Chippewa,63421,63523,63747,64109,64658
3107,WI,Clark,34358,34485,34571,34705,34774
3108,WI,Columbia,56682,56875,57244,57333,57532
3109,WI,Crawford,16328,16250,16199,16265,16131
3110,WI,Dane,523000,531296,537453,541948,546695
3111,WI,Dodge,87816,87382,87705,87833,87839
3112,WI,Door,27311,27338,27454,27589,27668
3113,WI,Douglas,43495,43359,43328,43143,43150
3114,WI,Dunn,44267,44354,44714,45091,45368
3115,WI,Eau Claire,102080,102907,103582,104355,104646
3116,WI,Florence,4338,4313,4335,4294,4295
3117,WI,Fond du Lac,101955,102211,102417,103001,103403
3118,WI,Forest,9004,9021,8969,8977,9004
3119,WI,Grant,52071,51985,51728,51444,51439
3120,WI,Green,36931,36787,36877,36924,36960
3121,WI,Green Lake,18698,18596,18720,18849,18913
3122,WI,Iowa,23585,23430,23676,23722,23678
3123,WI,Iron,5727,5660,5675,5687,5687
3124,WI,Jackson,20524,20484,20485,20472,20643
3125,WI,Jefferson,84488,84464,84733,85049,84769
3126,WI,Juneau,26307,26345,26460,26593,26687
3127,WI,Kenosha,167910,167867,168356,168926,169561
3128,WI,Kewaunee,20324,20380,20401,20395,20434
3129,WI,La Crosse,117699,117681,118033,118041,118016
3130,WI,Lafayette,16791,16757,16689,16672,16665
3131,WI,Langlade,19048,19083,19175,19236,19189
3132,WI,Lincoln,27867,27834,27751,27673,27593
3133,WI,Manitowoc,79483,79348,79099,79015,78981
3134,WI,Marathon,135314,135101,135452,135421,135692
3135,WI,Marinette,40649,40255,40300,40402,40350
3136,WI,Marquette,15119,15130,15280,15418,15574
3137,WI,Menominee,4509,4527,4599,4595,4556
3138,WI,Milwaukee,958421,954841,950172,946969,945726
3139,WI,Monroe,45322,45423,45715,46141,46253
3140,WI,Oconto,37472,37475,37531,37824,37930
3141,WI,Oneida,35303,35329,35236,35444,35595
3142,WI,Outagamie,183328,184593,185816,186879,187885
3143,WI,Ozaukee,87932,88332,88443,89059,89221
3144,WI,Pepin,7237,7250,7246,7304,7287
3145,WI,Pierce,41069,41456,42016,42592,42754
3146,WI,Polk,43218,43224,43397,43568,43783
3147,WI,Portage,70520,70451,70565,70850,70772
3148,WI,Price,13578,13413,13380,13357,13351
3149,WI,Racine,194672,194846,195825,196357,196311
3150,WI,Richland,17574,17556,17517,17397,17252
3151,WI,Rock,161006,161320,162205,162874,163354
3152,WI,Rusk,14124,14101,14148,14110,14178
3153,WI,St. Croix,87129,87598,88560,89688,90687
3154,WI,Sauk,63271,63614,63967,64318,64442
3155,WI,Sawyer,16288,16320,16367,16464,16558
3156,WI,Shawano,41051,40952,40846,40771,40899
3157,WI,Sheboygan,115196,115030,115089,115233,115340
3158,WI,Taylor,20314,20290,20314,20364,20343
3159,WI,Trempealeau,29441,29540,29372,29494,29649
3160,WI,Vernon,30317,30553,30702,30772,30822
3161,WI,Vilas,21447,21500,21684,21928,22195
3162,WI,Walworth,102475,102627,102850,103550,103868
3163,WI,Washburn,15522,15621,15739,15837,15720
3164,WI,Washington,133906,134310,134930,135445,136034
3165,WI,Waukesha,396237,398521,400899,402522,404198
3166,WI,Waupaca,51680,51306,51118,51130,50990
3167,WI,Waushara,23959,24103,24193,24267,24443
3168,WI,Winnebago,169246,169629,170394,170878,171907
3169,WI,Wood,73350,73219,73038,72954,72999
3170,WY,Wyoming,585613,584215,578931,577601,578759
3171,WY,Albany,37960,37923,38459,38728,38880
3172,WY,Big Horn,11945,11941,11859,11877,11790
3173,WY,Campbell,49258,48745,46402,46299,46341
3174,WY,Carbon,15613,15689,15252,14879,14800
3175,WY,Converse,14297,14094,13733,13658,13822
3176,WY,Crook,7435,7499,7397,7445,7584
3177,WY,Fremont,40219,40200,39818,39561,39261
3178,WY,Goshen,13542,13306,13361,13292,13211
3179,WY,Hot Springs,4716,4654,4686,4568,4413
3180,WY,Johnson,8611,8484,8447,8446,8445
3181,WY,Laramie,96969,97887,98377,98865,99500
3182,WY,Lincoln,18747,19072,19278,19445,19830
3183,WY,Natrona,82137,80909,79586,79175,79858
3184,WY,Niobrara,2496,2468,2392,2400,2356
3185,WY,Park,28928,29213,29194,29210,29194
3186,WY,Platte,8798,8662,8541,8516,8393
3187,WY,Sheridan,29883,29964,30147,30219,30485
3188,WY,Sublette,10044,9982,9745,9798,9831
3189,WY,Sweetwater,44719,44222,43464,42858,42343
3190,WY,Teton,23047,23234,23384,23269,23464
3191,WY,Uinta,20763,20682,20431,20292,20226
3192,WY,Washakie,8278,8165,8010,7877,7805
3193,WY,Weston,7208,7220,6968,6924,6927
3194,PR,Adjuntas,18565,18304,17934,17289,17363
3195,PR,Aguada,39541,38896,38019,36621,36694
3196,PR,Aguadilla,55825,54425,52926,50574,50265
3197,PR,Aguas Buenas,26914,26401,25814,24796,24814
3198,PR,Aibonito,24049,23600,23060,22124,22108
3199,PR,Añasco,27942,27554,26977,26037,26161
3200,PR,Arecibo,89641,87821,85423,82099,81966
3201,PR,Arroyo,18538,18236,17833,17178,17238
3202,PR,Barceloneta,24609,24445,24157,23456,23727
3203,PR,Barranquitas,29309,28954,28476,27499,27725
3204,PR,Bayamón,188801,183993,178529,170366,169269
3205,PR,Cabo Rojo,49788,49366,48628,47136,47515
3206,PR,Caguas,134376,132120,129241,124344,124606
3207,PR,Camuy,32988,32371,31670,30456,30504
3208,PR,Canóvanas,46903,46395,45699,44271,44674
3209,PR,Carolina,161885,158339,154143,147542,146984
3210,PR,Cataño,25628,25047,24322,23239,23121
3211,PR,Cayey,45472,44818,43901,42326,42409
3212,PR,Ceiba,12228,11908,11536,10997,10904
3213,PR,Ciales,17332,16997,16561,15869,15808
3214,PR,Cidra,41210,40585,39713,38219,38307
3215,PR,Coamo,39889,39489,38968,37849,38336
3216,PR,Comerío,19965,19654,19283,18572,18648
3217,PR,Corozal,34986,34375,33589,32259,32293
3218,PR,Culebra,1808,1795,1772,1715,1714
3219,PR,Dorado,37791,37441,36882,35761,36141
3220,PR,Fajardo,33069,32181,31165,29687,29454
3221,PR,Florida,12162,11978,11734,11293,11317
3222,PR,Guánica,17359,16858,16336,15530,15383
3223,PR,Guayama,42641,41966,41088,39284,39465
